STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,BLOCK_CODE,BLOCK_NAME,LATITUDE,LONGITUDE,ELEVATION_M,SLOPE_DEG,LANDCOVER_CLASS,LANDCOVER_NAME
6,Haryana,58,Ambala,448,Ambala-Ii,30.4468,76.8552,256.8,1.72,12,Croplands
6,Haryana,58,Ambala,449,Barara,30.4858,76.7143,254.9,1.68,12,Croplands
6,Haryana,58,Ambala,450,Naraingarh,30.361,76.7352,256.9,1.64,12,Croplands
6,Haryana,58,Ambala,451,Saha,30.2752,76.7404,258.3,1.61,12,Croplands
6,Haryana,58,Ambala,452,Shahzadpur,30.2362,76.8813,260.3,1.65,12,Croplands
6,Haryana,59,Bhiwani,454,Bawani Khera,28.793,76.2014,275.1,2.0,12,Croplands
6,Haryana,59,Bhiwani,455,Behal,28.8705,76.2102,274.0,0.83,12,Croplands
6,Haryana,59,Bhiwani,456,Bhiwani,28.9336,76.1031,272.0,0.81,12,Croplands
6,Haryana,59,Bhiwani,459,Kairu,28.8165,76.0841,273.6,1.96,12,Croplands
6,Haryana,59,Bhiwani,460,Loharu,28.75,76.0378,274.1,1.92,12,Croplands
6,Haryana,59,Bhiwani,461,Siwani,28.6525,76.1031,276.2,1.9,12,Croplands
6,Haryana,59,Bhiwani,462,Tosham,28.7508,76.1781,275.5,1.97,12,Croplands
6,Haryana,60,Faridabad,463,Ballabgarh,28.3926,77.3741,292.9,1.11,12,Croplands
6,Haryana,60,Faridabad,464,Faridabad,28.4784,77.2564,290.4,1.09,12,Croplands
6,Haryana,60,Faridabad,7093,Tigaon,28.2678,77.2308,293.3,1.0,12,Croplands
6,Haryana,61,Fatehabad,469,Bhattu Kalan,27.0272,78.3613,323.2,0.96,12,Croplands
6,Haryana,61,Fatehabad,470,Bhuna,27.1047,78.37,322.1,0.99,12,Croplands
6,Haryana,61,Fatehabad,471,Fatehabad,27.1678,78.2646,320.1,0.97,12,Croplands
6,Haryana,61,Fatehabad,472,Jakhal,27.0507,78.246,321.7,0.92,12,Croplands
6,Haryana,61,Fatehabad,473,Ratia,26.8867,78.2646,324.3,0.86,12,Croplands
6,Haryana,61,Fatehabad,474,Tohana,26.985,78.3385,323.6,0.93,12,Croplands
6,Haryana,61,Fatehabad,7094,Nagpur,26.9842,78.2004,322.2,0.87,12,Croplands
6,Haryana,62,Gurugram,475,Farrukh Nagar,28.4772,77.13,289.1,1.04,13,Urban and Built-up Lands
6,Haryana,62,Gurugram,477,Gurgaon,28.5763,77.0685,287.0,1.06,12,Croplands
6,Haryana,62,Gurugram,480,Pataudi,28.4772,76.9045,286.9,0.95,12,Croplands
6,Haryana,62,Gurugram,482,Sohna,28.4231,77.0685,289.3,1.0,12,Croplands
6,Haryana,63,Hisar,484,Adampur,29.1539,75.7848,265.5,1.98,12,Croplands
6,Haryana,63,Hisar,485,Agroha,29.2176,75.8099,264.8,0.81,12,Croplands
6,Haryana,63,Hisar,486,Barwala,29.2959,75.7516,263.1,0.82,12,Croplands
6,Haryana,63,Hisar,487,Hansi-I,29.2008,75.692,263.9,1.96,12,Croplands
6,Haryana,63,Hisar,488,Hansi-Ii,29.1878,75.6163,263.3,1.92,12,Croplands
6,Haryana,63,Hisar,489,Hisar-I,29.1046,75.5678,264.1,1.87,12,Croplands
6,Haryana,63,Hisar,490,Hisar-Ii,29.1071,75.692,265.3,1.92,12,Croplands
6,Haryana,63,Hisar,491,Narnaund,29.0563,75.7426,266.6,1.92,12,Croplands
6,Haryana,63,Hisar,492,Uklana,29.0613,75.8494,267.6,1.96,12,Croplands
6,Haryana,64,Jhajjar,493,Bahadurgarh,28.6851,76.7229,282.0,0.96,12,Croplands
6,Haryana,64,Jhajjar,494,Beri,28.7482,76.616,279.9,0.95,12,Croplands
6,Haryana,64,Jhajjar,495,Jhajjar,28.6311,76.597,281.5,0.89,12,Croplands
6,Haryana,64,Jhajjar,496,Matannail,28.4671,76.616,284.2,0.83,12,Croplands
6,Haryana,64,Jhajjar,497,Salhawas,28.5654,76.6909,283.4,0.9,12,Croplands
6,Haryana,64,Jhajjar,7095,Badli,28.6077,76.7141,283.0,0.93,12,Croplands
6,Haryana,64,Jhajjar,7357,Machhrauli,28.5647,76.5508,282.0,0.85,12,Croplands
6,Haryana,65,Jind,498,Alewa,29.3158,76.377,269.0,1.08,12,Croplands
6,Haryana,65,Jind,499,Jind,29.3858,76.3954,268.2,1.11,12,Croplands
6,Haryana,65,Jind,500,Julana,29.4599,76.315,266.3,1.11,12,Croplands
6,Haryana,65,Jind,501,Narwana,29.354,76.2712,267.4,1.05,12,Croplands
6,Haryana,65,Jind,502,Pillukhera,29.3158,76.2014,267.3,1.01,12,Croplands
6,Haryana,65,Jind,503,Safidon,29.2138,76.1981,268.8,0.96,12,Croplands
6,Haryana,65,Jind,504,Uchana,29.2617,76.315,269.2,1.03,12,Croplands
6,Haryana,65,Jind,7096,Ujhana,29.2457,76.3954,270.3,1.06,12,Croplands
6,Haryana,66,Kaithal,505,Guhla,29.8749,76.4488,261.4,1.33,12,Croplands
6,Haryana,66,Kaithal,506,Kaithal,29.938,76.3407,259.3,1.31,12,Croplands
6,Haryana,66,Kaithal,507,Kalayat,29.8209,76.3215,260.9,1.26,12,Croplands
6,Haryana,66,Kaithal,508,Pundri,29.7544,76.2747,261.4,1.21,12,Croplands
6,Haryana,66,Kaithal,509,Rajound,29.6569,76.3407,263.6,1.2,12,Croplands
6,Haryana,66,Kaithal,510,Siwan,29.7552,76.4165,262.8,1.27,12,Croplands
6,Haryana,66,Kaithal,7097,Dhand,29.7974,76.4399,262.4,1.29,12,Croplands
6,Haryana,67,Karnal,511,Assandh,29.692,77.0467,270.1,1.5,12,Croplands
6,Haryana,67,Karnal,512,Gharaunda (Part),29.8339,77.0133,267.6,1.54,12,Croplands
6,Haryana,67,Karnal,513,Indri,29.7388,76.9534,268.5,1.48,12,Croplands
6,Haryana,67,Karnal,514,Karnal,29.7259,76.8773,267.9,1.44,12,Croplands
6,Haryana,67,Karnal,515,Nilokheri,29.5944,77.0043,271.1,1.44,12,Croplands
6,Haryana,67,Karnal,516,Nissing,29.5993,77.1116,272.1,1.48,12,Croplands
6,Haryana,67,Karnal,7098,Munak,29.6452,76.9534,269.9,1.44,12,Croplands
6,Haryana,67,Karnal,7099,Kunjpura,29.6427,76.8286,268.6,1.39,12,Croplands
6,Haryana,67,Karnal,7495,Chirao,29.7557,77.0719,269.4,1.53,12,Croplands
6,Haryana,68,Kurukshetra,517,Babain,29.9732,76.8945,264.3,1.55,12,Croplands
6,Haryana,68,Kurukshetra,518,Ladwa,30.1138,76.7951,261.2,1.56,12,Croplands
6,Haryana,68,Kurukshetra,519,Pehowa,29.9967,76.7759,262.8,1.51,12,Croplands
6,Haryana,68,Kurukshetra,520,Shahbad,29.8327,76.7951,265.5,1.45,12,Croplands
6,Haryana,68,Kurukshetra,521,Thanesar,29.931,76.871,264.7,1.52,12,Croplands
6,Haryana,68,Kurukshetra,6733,Ismailabad,30.0507,76.9035,263.3,1.58,12,Croplands
6,Haryana,68,Kurukshetra,7100,Pipli,29.9302,76.7291,263.3,1.46,12,Croplands
6,Haryana,69,Mahendragarh,522,Ateli Nangal,23.2133,82.2524,419.3,0.99,12,Croplands
6,Haryana,69,Mahendragarh,523,Kanina,23.2833,82.2698,418.4,1.02,12,Croplands
6,Haryana,69,Mahendragarh,524,Mahendragarh,23.3574,82.1936,416.6,1.02,12,Croplands
6,Haryana,69,Mahendragarh,525,Nangal Chaudhry,23.2515,82.152,417.7,0.96,12,Croplands
6,Haryana,69,Mahendragarh,526,Narnaul,23.2133,82.0857,417.7,0.92,12,Croplands
6,Haryana,69,Mahendragarh,6731,Sihma,23.1432,82.2698,420.6,0.97,12,Croplands
6,Haryana,69,Mahendragarh,6776,Nizampur,23.1113,82.0826,419.2,0.88,12,Croplands
6,Haryana,69,Mahendragarh,6777,Satnali,23.1592,82.1936,419.5,0.94,12,Croplands
6,Haryana,70,Panchkula,527,Barwala,30.7046,76.9268,253.7,1.85,12,Croplands
6,Haryana,70,Panchkula,528,Morni,30.8037,76.8639,251.6,1.87,12,Croplands
6,Haryana,70,Panchkula,529,Pinjore,30.7046,76.6963,251.4,1.76,12,Croplands
6,Haryana,70,Panchkula,530,Raipur Rani,30.6505,76.8639,253.9,1.81,12,Croplands
6,Haryana,71,Panipat,531,Bapoli,29.3875,77.0303,274.5,1.37,12,Croplands
6,Haryana,71,Panipat,532,Israna,29.4733,77.0251,273.2,1.4,12,Croplands
6,Haryana,71,Panipat,533,Madlauda,29.5123,76.8855,271.2,1.36,12,Croplands
6,Haryana,71,Panipat,534,Panipat,29.3875,76.9062,273.2,1.32,12,Croplands
6,Haryana,71,Panipat,535,Samalkha,29.3016,76.9114,274.6,1.29,12,Croplands
6,Haryana,71,Panipat,7023,Sanauli Khurd,29.2626,77.051,276.6,1.33,12,Croplands
6,Haryana,72,Rewari,536,Bawal,28.199,76.6796,288.8,1.95,12,Croplands
6,Haryana,72,Rewari,537,Jatusana,28.2225,76.563,287.3,1.91,12,Croplands
6,Haryana,72,Rewari,538,Khol At Rewari,28.156,76.517,287.8,1.87,12,Croplands
6,Haryana,72,Rewari,539,Nahar,28.0585,76.5819,289.9,1.86,12,Croplands
6,Haryana,72,Rewari,540,Rewari,28.1567,76.6565,289.2,1.93,12,Croplands
6,Haryana,72,Rewari,7104,Dahina,28.2765,76.6884,287.7,1.99,12,Croplands
6,Haryana,72,Rewari,7358,Dharuhera,28.3395,76.5819,285.7,1.97,12,Croplands
6,Haryana,73,Rohtak,541,Kalanaur,28.8976,76.6362,277.9,1.01,12,Croplands
6,Haryana,73,Rohtak,542,Lakhan Majra,28.9919,76.6094,276.2,1.04,12,Croplands
6,Haryana,73,Rohtak,543,Maham,28.9824,76.4413,274.7,0.97,12,Croplands
6,Haryana,73,Rohtak,544,Rohtak,28.8659,76.5245,277.3,0.96,12,Croplands
6,Haryana,73,Rohtak,545,Sampla,28.8034,76.6094,279.0,0.97,12,Croplands
6,Haryana,74,Sirsa,546,Baragudha,29.5396,75.0932,252.8,1.85,12,Croplands
6,Haryana,74,Sirsa,547,Dabwali,29.617,75.102,251.8,1.89,12,Croplands
6,Haryana,74,Sirsa,548,Ellenabad,29.6801,74.9942,249.7,1.87,12,Croplands
6,Haryana,74,Sirsa,549,Nathusari Chopta,29.563,74.9751,251.3,1.82,12,Croplands
6,Haryana,74,Sirsa,550,Odhan,29.4966,74.9284,251.8,1.77,12,Croplands
6,Haryana,74,Sirsa,551,Rania,29.399,74.9942,254.0,1.76,12,Croplands
6,Haryana,74,Sirsa,552,Sirsa,29.4973,75.0698,253.2,1.83,12,Croplands
6,Haryana,75,Sonipat,553,Ganaur,28.9953,77.0839,280.9,1.23,12,Croplands
6,Haryana,75,Sonipat,554,Gohana,29.0654,77.1023,280.0,1.27,12,Croplands
6,Haryana,75,Sonipat,555,Kathura,29.1394,77.0221,278.1,1.26,12,Croplands
6,Haryana,75,Sonipat,556,Kharkhoda,29.0335,76.9784,279.3,1.2,12,Croplands
6,Haryana,75,Sonipat,557,Mundlana,28.9953,76.9088,279.2,1.16,12,Croplands
6,Haryana,75,Sonipat,558,Rai,28.9412,77.0221,281.1,1.19,12,Croplands
6,Haryana,75,Sonipat,559,Sonipat,28.9252,77.1023,282.1,1.21,12,Croplands
6,Haryana,75,Sonipat,6778,Murthal,28.8934,76.9056,280.7,1.12,12,Croplands
6,Haryana,76,Yamunanagar,560,Bilaspur,30.128,77.3462,266.5,1.79,12,Croplands
6,Haryana,76,Yamunanagar,561,Chhachhrauli,30.2054,77.3551,265.5,1.82,12,Croplands
6,Haryana,76,Yamunanagar,562,Jagadhri,30.2685,77.2466,263.4,1.81,12,Croplands
6,Haryana,76,Yamunanagar,563,Saraswati Nagar,30.0857,77.3227,266.9,1.76,13,Urban and Built-up Lands
6,Haryana,76,Yamunanagar,564,Radaur,30.085,77.1805,265.5,1.71,12,Croplands
6,Haryana,76,Yamunanagar,565,Sadaura (Part),29.9874,77.2466,267.7,1.69,12,Croplands
6,Haryana,76,Yamunanagar,7105,Partap Nagar,30.1514,77.2274,265.0,1.75,13,Urban and Built-up Lands
6,Haryana,604,Nuh,476,Ferozepur Jhirka,29.0588,76.1474,270.6,0.88,12,Croplands
6,Haryana,604,Nuh,478,Nagina,29.1993,76.0489,267.5,0.9,12,Croplands
6,Haryana,604,Nuh,479,Nuh,29.0823,76.0299,269.1,0.84,12,Croplands
6,Haryana,604,Nuh,481,Punahana,28.9183,76.0489,271.7,1.99,12,Croplands
6,Haryana,604,Nuh,483,Taoru,29.0165,76.1242,271.0,0.86,12,Croplands
6,Haryana,604,Nuh,7101,Indri,29.1363,76.1563,269.5,0.92,12,Croplands
6,Haryana,604,Nuh,7102,Pingwan,29.0158,75.9835,269.6,2.0,12,Croplands
6,Haryana,619,Palwal,465,Hassanpur,28.2285,77.3906,295.5,1.05,12,Croplands
6,Haryana,619,Palwal,466,Hathin,28.2675,77.2527,293.5,1.01,12,Croplands
6,Haryana,619,Palwal,467,Hodal,28.1426,77.2731,295.6,0.97,12,Croplands
6,Haryana,619,Palwal,468,Palwal,28.0568,77.2782,296.9,0.93,12,Croplands
6,Haryana,619,Palwal,6734,Prithla,28.0178,77.4162,298.9,0.97,12,Croplands
6,Haryana,619,Palwal,7103,Badoli,28.1426,77.3957,296.8,1.02,12,Croplands
6,Haryana,701,Charki Dadri,453,Badhra,28.6033,76.3112,279.1,1.97,12,Croplands
6,Haryana,701,Charki Dadri,7092,Charkhi Dadri,28.6033,76.0854,276.8,1.88,12,Croplands
6,Haryana,701,Charki Dadri,7106,Baund,28.7024,76.2496,277.0,1.98,12,Croplands
6,Haryana,701,Charki Dadri,7107,Jhojhu,28.5492,76.2496,279.3,1.92,12,Croplands
8,Rajasthan,86,Ajmer,566,Arain,26.5191,74.7249,72.8,2.4,12,Croplands
8,Rajasthan,86,Ajmer,567,Bhinay,26.5967,74.6986,74.0,2.44,12,Croplands
8,Rajasthan,86,Ajmer,568,Jawaja,26.519,74.6231,72.8,2.31,12,Croplands
8,Rajasthan,86,Ajmer,569,Kekri,26.5404,74.5592,73.1,2.28,12,Croplands
8,Rajasthan,86,Ajmer,570,Kishangarh Silora,26.5062,74.4772,72.6,2.19,12,Croplands
8,Rajasthan,86,Ajmer,571,Masooda,26.4503,74.5738,71.8,2.22,12,Croplands
8,Rajasthan,86,Ajmer,572,Pisangan,26.3906,74.5592,70.9,2.16,12,Croplands
8,Rajasthan,86,Ajmer,573,Srinagar,26.412,74.7249,71.2,2.31,12,Croplands
8,Rajasthan,86,Ajmer,6860,Sarwar,26.3229,74.6088,69.8,2.15,12,Croplands
8,Rajasthan,86,Ajmer,7382,Ajmer Rural,26.4655,74.6921,72.0,2.33,12,Croplands
8,Rajasthan,86,Ajmer,7384,Sawar,26.4164,74.6568,71.2,2.26,12,Croplands
8,Rajasthan,87,Alwar,574,Bansur,27.5562,76.6734,88.3,1.58,12,Croplands
8,Rajasthan,87,Alwar,575,Behror,27.5941,76.7157,88.9,1.65,12,Croplands
8,Rajasthan,87,Alwar,576,Kathumar,27.6061,76.6357,89.1,1.59,12,Croplands
8,Rajasthan,87,Alwar,577,Kishangarh Bas,27.6553,76.6124,89.8,1.61,12,Croplands
8,Rajasthan,87,Alwar,578,Kotkasim,27.6894,76.5502,90.3,1.59,12,Croplands
8,Rajasthan,87,Alwar,579,Laxmangarh,27.5944,76.5693,88.9,1.53,12,Croplands
8,Rajasthan,87,Alwar,580,Mandawar,27.5562,76.4498,88.3,1.4,12,Croplands
8,Rajasthan,87,Alwar,581,Neemrana,27.5355,76.5561,88.0,1.47,12,Croplands
8,Rajasthan,87,Alwar,582,Rajgarh,27.4861,76.5333,87.3,1.42,12,Croplands
8,Rajasthan,87,Alwar,583,Ramgarh,27.423,76.5502,86.3,2.98,12,Croplands
8,Rajasthan,87,Alwar,584,Reni,27.5021,76.6124,87.5,1.49,12,Croplands
8,Rajasthan,87,Alwar,585,Thanagazi,27.4646,76.6552,87.0,1.5,12,Croplands
8,Rajasthan,87,Alwar,586,Tijara,27.4543,76.7273,86.8,1.55,12,Croplands
8,Rajasthan,87,Alwar,587,Umren,27.5355,76.6687,88.0,1.56,12,Croplands
8,Rajasthan,87,Alwar,7391,Malkheda,27.5941,76.5091,88.9,1.48,12,Croplands
8,Rajasthan,87,Alwar,7397,Govindgarh,27.6581,76.7273,89.9,1.71,12,Croplands
8,Rajasthan,88,Banswara,588,Anandpuri,23.5517,74.5032,118.3,1.44,12,Croplands
8,Rajasthan,88,Banswara,589,Bagidora,23.6828,74.5096,120.2,1.55,12,Croplands
8,Rajasthan,88,Banswara,590,Banswara,23.6052,74.4359,119.1,1.43,12,Croplands
8,Rajasthan,88,Banswara,591,Garhi,23.5365,74.3877,118.0,2.94,12,Croplands
8,Rajasthan,88,Banswara,592,Ghatol,23.4768,74.3735,117.2,2.88,12,Croplands
8,Rajasthan,88,Banswara,593,Kushalgarh,23.4091,74.4219,116.1,2.86,12,Croplands
8,Rajasthan,88,Banswara,595,Sajjangarh,23.5026,74.4688,117.5,2.98,12,Croplands
8,Rajasthan,88,Banswara,6606,Chhoti Sarwan,23.6266,74.3735,119.4,1.4,12,Croplands
8,Rajasthan,88,Banswara,6822,Gangar Talai,23.5923,74.2934,118.9,2.91,12,Croplands
8,Rajasthan,88,Banswara,6827,Arthuna,23.6053,74.5352,119.1,1.51,12,Croplands
8,Rajasthan,88,Banswara,6828,Talwara,23.4982,74.5352,117.5,1.43,12,Croplands
8,Rajasthan,89,Baran,596,Anta,25.0961,76.5686,51.4,2.73,12,Croplands
8,Rajasthan,89,Baran,597,Atru,25.1661,76.5863,52.5,2.8,12,Croplands
8,Rajasthan,89,Baran,598,Baran (Full),25.2402,76.509,53.6,2.8,12,Croplands
8,Rajasthan,89,Baran,599,Chhabra,25.1343,76.4667,52.0,2.68,12,Croplands
8,Rajasthan,89,Baran,600,Chhipabarod,25.0961,76.3995,51.4,2.6,12,Croplands
8,Rajasthan,89,Baran,601,Kishanganj,24.9941,76.3964,49.9,2.51,12,Croplands
8,Rajasthan,89,Baran,602,Shahbad,25.026,76.5863,50.4,2.69,12,Croplands
8,Rajasthan,89,Baran,7401,Mangrol,25.042,76.509,50.6,2.64,12,Croplands
8,Rajasthan,90,Barmer,603,Baltora,25.7812,71.5189,251.2,2.27,10,Grasslands
8,Rajasthan,90,Barmer,604,Barmer,25.8332,71.546,253.0,2.3,10,Grasslands
8,Rajasthan,90,Barmer,605,Baytoo,25.8442,71.454,250.5,2.31,10,Grasslands
8,Rajasthan,90,Barmer,606,Chohtan,25.8957,71.4258,250.7,2.34,10,Grasslands
8,Rajasthan,90,Barmer,607,Dhorimanna,25.8378,71.3588,247.5,2.3,10,Grasslands
8,Rajasthan,90,Barmer,608,Sheo,25.7097,71.4512,247.7,2.23,10,Grasslands
8,Rajasthan,90,Barmer,609,Sindhari,25.6962,71.5047,249.1,2.22,10,Grasslands
8,Rajasthan,90,Barmer,610,Siwana,25.7095,71.5667,251.2,2.23,10,Grasslands
8,Rajasthan,90,Barmer,6825,Kalyanpur,25.7285,71.3597,245.4,2.24,10,Grasslands
8,Rajasthan,90,Barmer,6830,Patodi,25.6272,71.3338,242.6,2.18,10,Grasslands
8,Rajasthan,90,Barmer,6833,Samdari,25.6532,71.422,245.7,2.19,10,Grasslands
8,Rajasthan,90,Barmer,6834,Gadra Road,25.7754,71.3597,246.3,2.27,10,Grasslands
8,Rajasthan,90,Barmer,6839,Gira,25.7668,71.305,244.5,2.26,10,Grasslands
8,Rajasthan,90,Barmer,6840,Sedwa,25.6178,71.4723,246.5,2.17,10,Grasslands
8,Rajasthan,90,Barmer,6842,Gudhamalani,25.7305,71.2556,242.3,2.24,10,Grasslands
8,Rajasthan,90,Barmer,6843,Ramsar,25.6993,71.4005,246.0,2.22,10,Grasslands
8,Rajasthan,90,Barmer,6844,Dhanau,25.8047,71.4005,248.1,2.28,10,Grasslands
8,Rajasthan,90,Barmer,7472,Panyla Kla,25.6846,71.3332,243.7,2.21,10,Grasslands
8,Rajasthan,90,Barmer,7473,Fagliya,25.85,71.2965,245.9,2.31,10,Grasslands
8,Rajasthan,90,Barmer,7474,Aadel,25.752,71.4738,249.3,2.25,10,Grasslands
8,Rajasthan,90,Barmer,7475,Barmer Rural,25.7943,71.4512,249.4,2.28,10,Grasslands
8,Rajasthan,91,Bharatpur,611,Bayana,27.2109,77.5423,83.2,2.0,12,Croplands
8,Rajasthan,91,Bharatpur,612,Deeg,27.3357,77.5626,85.0,2.12,12,Croplands
8,Rajasthan,91,Bharatpur,613,Kaman,27.2649,77.4815,84.0,2.0,12,Croplands
8,Rajasthan,91,Bharatpur,614,Kumher,27.2967,77.4258,84.5,1.98,12,Croplands
8,Rajasthan,91,Bharatpur,615,Nadbai,27.2829,77.3412,84.2,1.9,12,Croplands
8,Rajasthan,91,Bharatpur,616,Nagar Pahari,27.2109,77.4207,83.2,1.91,12,Croplands
8,Rajasthan,91,Bharatpur,617,Rupbas,27.086,77.4005,81.3,1.79,12,Croplands
8,Rajasthan,91,Bharatpur,618,Sewar,27.1568,77.4815,82.4,1.91,12,Croplands
8,Rajasthan,91,Bharatpur,619,Weir,27.1388,77.6219,82.1,2.01,12,Croplands
8,Rajasthan,91,Bharatpur,7024,Pahari,27.1613,77.385,82.4,1.84,12,Croplands
8,Rajasthan,91,Bharatpur,7402,Uchain,27.125,77.5372,81.9,1.93,12,Croplands
8,Rajasthan,91,Bharatpur,7404,Bhusawar,27.2604,77.578,83.9,2.07,12,Croplands
8,Rajasthan,92,Bhilwara,620,Asind,25.3471,74.7006,55.2,1.44,12,Croplands
8,Rajasthan,92,Bhilwara,621,Banera,25.4598,74.7403,56.9,1.56,12,Croplands
8,Rajasthan,92,Bhilwara,622,Hurda,25.4437,74.6164,56.7,1.45,12,Croplands
8,Rajasthan,92,Bhilwara,623,Jahazpur,25.4598,74.5414,56.9,1.4,12,Croplands
8,Rajasthan,92,Bhilwara,624,Kotri,25.3471,74.5312,55.2,2.9,12,Croplands
8,Rajasthan,92,Bhilwara,625,Mandal,25.2845,74.4971,54.3,2.83,12,Croplands
8,Rajasthan,92,Bhilwara,626,Mandalgarh,25.3048,74.6035,54.6,2.93,12,Croplands
8,Rajasthan,92,Bhilwara,627,Raipur,25.2505,74.6164,53.8,2.89,12,Croplands
8,Rajasthan,92,Bhilwara,628,Sahara,25.2065,74.6763,53.1,2.91,12,Croplands
8,Rajasthan,92,Bhilwara,629,Shahpura,25.3048,74.6781,54.6,2.99,12,Croplands
8,Rajasthan,92,Bhilwara,630,Suwana,25.3041,74.7396,54.6,1.43,12,Croplands
8,Rajasthan,92,Bhilwara,6819,Bijoliya,25.3998,74.6541,56.0,1.44,12,Croplands
8,Rajasthan,92,Bhilwara,7418,Kareda,25.3705,74.5869,55.6,2.97,12,Croplands
8,Rajasthan,92,Bhilwara,7419,Badnor,25.3901,74.7396,55.9,1.5,12,Croplands
8,Rajasthan,93,Bikaner,631,Bikaner,28.0802,73.3978,353.5,1.25,10,Grasslands
8,Rajasthan,93,Bikaner,632,Kolayat,28.0633,73.2812,349.7,1.24,10,Grasslands
8,Rajasthan,93,Bikaner,633,Lunkaransar,28.0504,73.2063,347.2,1.23,10,Grasslands
8,Rajasthan,93,Bikaner,634,Nokha,27.9672,73.1584,344.1,2.38,10,Grasslands
8,Rajasthan,93,Bikaner,635,Sri Dungargarh,27.9238,73.4369,351.6,2.35,10,Grasslands
8,Rajasthan,93,Bikaner,6715,Khajuwala,28.1584,73.3402,353.4,1.3,10,Grasslands
8,Rajasthan,93,Bikaner,7063,Panchoo,27.9697,73.2812,347.8,2.38,10,Grasslands
8,Rajasthan,93,Bikaner,7424,Bajju Khalsa,28.0165,73.3731,351.5,1.21,10,Grasslands
8,Rajasthan,93,Bikaner,7435,Poogal,27.9189,73.3313,348.3,2.35,10,Grasslands
8,Rajasthan,94,Bundi,636,Hindoli,25.5285,75.6705,57.9,2.36,12,Croplands
8,Rajasthan,94,Bundi,637,Keshoraipatan,25.519,75.5075,57.8,2.22,12,Croplands
8,Rajasthan,94,Bundi,638,Nainwa,25.4025,75.5882,56.0,2.19,12,Croplands
8,Rajasthan,94,Bundi,639,Talera,25.34,75.6705,55.1,2.21,12,Croplands
8,Rajasthan,94,Bundi,6907,Bundi,25.4342,75.6965,56.5,2.3,12,Croplands
8,Rajasthan,95,Chittorgarh,641,Bari Sadri,24.8896,74.6836,48.3,2.66,12,Croplands
8,Rajasthan,95,Chittorgarh,642,Begun,24.9432,74.7159,49.1,2.73,12,Croplands
8,Rajasthan,95,Chittorgarh,643,Bhadesar,25.0207,74.69,50.3,2.77,12,Croplands
8,Rajasthan,95,Chittorgarh,644,Bhainsrorgarh,24.9431,74.6155,49.1,2.65,12,Croplands
8,Rajasthan,95,Chittorgarh,645,Bhopalsagar,24.9645,74.5525,49.5,2.61,12,Croplands
8,Rajasthan,95,Chittorgarh,647,Chittorgarh,24.9302,74.4716,49.0,2.52,12,Croplands
8,Rajasthan,95,Chittorgarh,648,Dungla,24.8744,74.5669,48.1,2.55,12,Croplands
8,Rajasthan,95,Chittorgarh,649,Gangrar,24.8147,74.5525,47.2,2.49,12,Croplands
8,Rajasthan,95,Chittorgarh,650,Kapasan,24.747,74.6014,46.2,2.48,12,Croplands
8,Rajasthan,95,Chittorgarh,651,Nimbahera,24.8405,74.6488,47.6,2.59,12,Croplands
8,Rajasthan,95,Chittorgarh,653,Rashmi,24.8361,74.7159,47.5,2.64,12,Croplands
8,Rajasthan,96,Churu,654,Churu,28.3816,75.0374,100.7,2.54,12,Croplands
8,Rajasthan,96,Churu,655,Rajgarh,28.4447,74.9307,101.7,2.5,12,Croplands
8,Rajasthan,96,Churu,656,Ratangarh,28.3276,74.9119,99.9,2.39,12,Croplands
8,Rajasthan,96,Churu,657,Sardarshahar,28.2612,74.8658,98.9,2.3,12,Croplands
8,Rajasthan,96,Churu,658,Sujangarh,28.1636,74.9307,97.5,2.28,12,Croplands
8,Rajasthan,96,Churu,659,Taranagar,28.2619,75.0055,98.9,2.41,12,Croplands
8,Rajasthan,96,Churu,6858,Bidasar,28.3042,75.0286,99.6,2.47,12,Croplands
8,Rajasthan,97,Dausa,660,Bandikui,26.9532,76.4239,79.3,2.5,12,Croplands
8,Rajasthan,97,Dausa,661,Dausa,26.9532,76.3218,79.3,2.42,12,Croplands
8,Rajasthan,97,Dausa,662,Lalsot,26.9746,76.2576,79.6,2.39,12,Croplands
8,Rajasthan,97,Dausa,663,Mahwa,26.8844,76.2722,78.3,2.33,12,Croplands
8,Rajasthan,97,Dausa,664,Sikrai,26.8461,76.4239,77.7,2.42,12,Croplands
8,Rajasthan,97,Dausa,6823,Lawan,26.9403,76.1753,79.1,2.29,12,Croplands
8,Rajasthan,97,Dausa,7436,Baijupada,26.8997,76.391,78.5,2.43,12,Croplands
8,Rajasthan,97,Dausa,7437,Baswa,27.0308,76.3975,80.5,2.54,12,Croplands
8,Rajasthan,97,Dausa,7439,Sikandara,26.8505,76.3556,77.8,2.36,12,Croplands
8,Rajasthan,97,Dausa,7441,Nangal Rajawatan,26.8248,76.2576,77.4,2.27,12,Croplands
8,Rajasthan,97,Dausa,7444,Ramgarh Pachwara,26.757,76.3074,76.4,2.25,12,Croplands
8,Rajasthan,98,Dholpur,665,Bari,26.6929,77.9402,75.4,1.91,12,Croplands
8,Rajasthan,98,Dholpur,666,Baseri,26.7787,77.9351,76.7,1.97,12,Croplands
8,Rajasthan,98,Dholpur,667,Dhaulpur,26.8177,77.799,77.3,1.89,12,Croplands
